,Unnamed: 0.1,Unnamed: 0,Sukupuoli,Minkä ikäisenä opit neulomaan?,Kuka sinut opetti neulomaan?,Mitä seuraavista vaihtoehdoista neulot?,Missä neulot?,Neulotko yksin vai yhdessä?,Kuinka monta tuntia arviolta neulot viikossa?,Mitä neulominen sinulle merkitsee?,Paljonko käytät lankoihin keskimäärin rahaa kuukaudessa?,Minkä valmistajien lankoja ostat?,Valitse kolme tärkeintä ominaisuutta lankaa valitessa,Kenelle neulot?,Minkä vahvuisia lankoja käytät?,Mistä hankit neuleohjeesi?,Mitä seuraavista neulot mieluiten?,Mitä värejä käytät neuleissasi mieluiten?,Käytätkö ennemmin murrettuja vai kirkkaita sävyjä?,Mitä materiaaleja suosit neulelangoissa?,Mitä materiaaleja suosit neulepuikoissa?,Teetkö muita käsitöitä?,Teetkö neulonnan ohessa yleensä jotain seuraavista?,"Millaista ""neulesomea"" kulutat netissä?",xMinkä vahvuisia lankoja käytät?
325,325,325,Nainen,10,Opettaja (koulussa tai kurssilla);Isoäiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Luennolla/Palaverissa,Yksin,Tunnin tai vähemmän,Rentoutumista;Eettisiä/ekologisia vaatteita,Alle 10 €,DROPS;Novita,Hinta;Materiaali;Väri,Itselle,Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Netistä,Yksiväristä ilman pintakuvioita,Sinistä,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Alpakka;Mohair,Bambu,Virkkaus;Ompelu;Askartelu,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa,Facebook-sivut,Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
326,326,326,Nainen,9,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,6-9 tuntia,Rentoutumista;Itseilmaisua;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä,10 - 19 €,DROPS;Katia;Novita;Sandnes Garn,Hinta;Materiaali;Väri,Itselle;Perheelle,Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,Sinistä,"Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla;Merinovilla;Alpakka;Silkki;Pellava,Koivu;Hiilikuitu,Kirjonta/ristipistot;Ompelu;Askartelu,Katson televisiota;Seurustelen ihmisten kanssa,Facebook-ryhmät;Pinterest,Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g)
327,327,327,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Leluja,"Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Puistossa;Rannalla;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Kirkossa;Luennolla/Palaverissa;Lastenvaunujen kanssa kävellessä, hiekkalaatikon laidalla",Yksin,2-5 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Tarpeeseen tekemistä,Alle 10 €,Austermann;DROPS;Gjestal;Istex;Novita;Opal;Hjertegarn,Hinta;Materiaali;Vahvuus,Itselle;Perheelle,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta,Lilaa/violettia,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla,Metalli,En juurikaan,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa;Kuntoilen,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry;Neuleblogit;Youtube,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
328,328,328,Nainen,7,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Odotustilassa (esim. terveyskeskus/virasto),Yksin,2-5 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Eettisiä/ekologisia vaatteita;Hyväntekeväisyyttä, toisten auttamista",30 - 39 €,Adlibris;DROPS;Kaupunkilanka,Hinta;Konepestävyys;Villan alkuperä,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g),Omasta päästä,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Vihreää;Keltaista;Punaista;Oranssia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Alpakka,Koivu;Hiilikuitu,Virkkaus;Kirjonta/ristipistot;Ompelu;Huovutus;Langanvärjäys,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Facebook-sivut;Pinterest,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g)
329,329,329,Nainen,6,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Puistossa;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,20-29 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,Alize;Austermann;DROPS;Gjestal;Holst Garn;Katia;Louhittaren Luola;Opal;Regia;Sandnes Garn,Hinta;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen;Myyntiin,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Punaista;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Merinovilla;Alpakka;Bambu,Bambu,Virkkaus;Kirjonta/ristipistot;Ompelu,Katson televisiota;Seurustelen ihmisten kanssa,Facebook-sivut;Facebook-ryhmät;Ohjesivut kuten Garnstudio,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g)
330,330,330,Nainen,6,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin,10-19 tuntia,"Rentoutumista;Itseilmaisua;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,DROPS;Kaupunkilanka;Kotikulta;Novita;Tukuwool,Konepestävyys;Materiaali;Vahvuus,Itselle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Vihreää;Oranssia;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla;Merinovilla;Bambu,Koivu;Metalli,Virkkaus;Keramiikka;Huovutus,Katson televisiota,Facebook-sivut;Ravelry,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
331,331,331,Nainen,13,Opettaja (koulussa tai kurssilla);Äiti;Opettelin itse,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla;Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,2-5 tuntia,Rentoutumista;Tarpeeseen tekemistä,Alle 10 €,DROPS;Lankava;Novita,Konepestävyys;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,Sport (275–360 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Netistä;Omasta päästä,Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Vihreää;Punaista;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla;Merinovilla,Metalli;Bambu;Alumiini,En juurikaan,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-ryhmät;Pinterest;Ravelry;Youtube,Sport (270–360 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
332,332,332,Nainen,9,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Housuja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Rannalla;Veneillessä;Luennolla/Palaverissa,Yksin,30-39 tuntia,Rentoutumista;Muistin ja toimintakyvyn ylläpitoa,50 - 59 €,Austermann;DROPS;Istex;Kaupunkilanka;Lankava;Novita;Opal;Sandnes Garn,Hinta;Konepestävyys;Väri,Itselle;Perheelle;Ystäville,Light fingering (455–600 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Pitsineuletta,"Mustaa, valkoista ja harmaata;Sinistä;Punaista;Pinkkiä",Kirkkaita ja neonvärejä,100% villa;Puuvilla;Merinovilla;Mohair;Pellava,Metalli;Alumiini,Virkkaus,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry,Light fingering (450–600 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
333,333,333,Nainen,4,Äiti,Sukkia/tossuja;Säärystimiä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Kahvilassa;Puistossa;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Kampaajalla,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,6-9 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",50 - 59 €,"Austermann;DROPS;Gjestal;Asun Amerikassa, täällä on eri merkkiset langat mut tuon joka kesä lomalta sukkalankoja ja puserolangat",Materiaali;Vahvuus;Villan alkuperä,Itselle;Perheelle;Ystäville;Hyväntekeväisyyteen,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g),Netistä;Omasta päästä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Keltaista;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Merinovilla;Bambu;Pellava;Kashmir,Koivu;Hiilikuitu,"Virkkaus;Kirjonta/ristipistot;Ompelu;Pitsinnypläys;Käpypitsi, sashiko, akvarelli maalaus",Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-ryhmät;Pinterest;Ravelry,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g)
334,334,334,Nainen,19,Opettelin itse,Sukkia/tossuja;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Pidemmillä junamatkoilla,Yksin;Ystävien kesken,2-5 tuntia,Rentoutumista;Luovuutta;Tarpeeseen tekemistä,Alle 10 €,Adlibris;DROPS;Kotikulta;Lankava;Novita,Hinta;Vahvuus;Väri,Itselle;Perheelle;Ystäville;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Puuvilla;Merinovilla;Alpakka;Mohair;Bambu,Metalli;Alumiini,Virkkaus;Kirjonta/ristipistot;Ompelu,Kuuntelen äänikirjaa;Katson televisiota,Facebook-ryhmät;Pinterest;Ravelry;TikTok,Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Chunky (80–160 m / 100 g)
335,335,335,Nainen,8,Äiti;Isoäiti,Neulepaitoja,Kotona/vapaa-ajan asunnolla;Autossa;Kirkossa;Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,2-5 tuntia,Rentoutumista;Luovuutta,30 - 39 €,DROPS,Hinta;Materiaali;Väri,Itselle;Perheelle;Ystäville,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Netistä;Omasta päästä,Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Vihreää;Keltaista;Punaista;Oranssia",Kirkkaita ja neonvärejä,100% villa;Merinovilla,Koivu;Metalli,Ompelu,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-ryhmät;Pinterest;Ravelry;TikTok,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
336,336,336,Nainen,10,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Säärystimiä;Neulepaitoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Autossa;Luennolla/Palaverissa,Yksin;Siskon kanssa,20-29 tuntia,"Rentoutumista;Itseilmaisua;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,DROPS;House;Istex;Kaupunkilanka;Kotikulta;Lankava;MyHome;Novita,Hinta;Vahvuus;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,Sport (275–360 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta,Kirjoneuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Vihreää;Pinkkiä","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite,Metalli,Virkkaus;Ompelu;Macrame;Langanvärjäys,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-ryhmät,Sport (270–360 m / 100 g);Worsted (200–240 m / 100 g)
337,337,337,Nainen,12,Opettaja (koulussa tai kurssilla);Täti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Elokuvateatterissa (neulenäytös);Neuletapahtumissa;Puistossa;Rannalla;Nuotiopaikoilla/laavulla/taukopaikalla;Kirjastossa;Luennolla/Palaverissa;Avoimessa kohtaamispaikassa,Yksin;Ystävien kesken;Neulekerhossa tai -kahvilassa;Avoimessa kohtaamispaikassa jossa toisetkin välillä neulovat,20-29 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Sosiaalista kanssakäymistä, yhdessä oloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",10 - 19 €,DROPS;Katia;Novita;Pirtin Kehräämö,Kotimaisuusaste;Materiaali;Vahvuus,Itselle;Perheelle;Ystäville;Hyväntekeväisyyteen,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Omasta päästä;Joskus osan jostain neuleohjeesta (esim. yksittäinen kuvio) omaan työhön sovellettuna,Raitoja;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Lilaa/violettia,Kirkkaita ja neonvärejä,100% villa;Villasekoite,Koivu;Metalli,Virkkaus;Kudonta;Ompelu;Langanvärjäys,Seurustelen ihmisten kanssa;Katson sarjoja ja elokuvia netistä,Facebook-ryhmät;Youtube;Neulontaan liittyvät sarjat esim Areenassa,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
338,338,338,Nainen,5,Hoitotäti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä);Koiran neuleita,"Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Puistossa;Rannalla;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Koulutuksissa, palavereissa",Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,6-9 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Elinkeinoa/lisätuloa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",10 - 19 €,"Novita;Valmistajalla ei ole merkitystä, Novitan lankoja on usein parhaiten saatavilla",Kotimaisuusaste;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen;Myyntiin,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Kirjoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka,Koivu;Bambu,Virkkaus;Ompelu;Askartelu,Kuuntelen radiota/musiikkia;Luen;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-sivut;Facebook-ryhmät;Neulontaan liittyvät sarjat esim Areenassa;TikTok,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
339,339,339,Nainen,7,Äiti;Isotäti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Autossa;Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,10-19 tuntia,"Rentoutumista;Luovuutta;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",10 - 19 €,Alize;DROPS;Gjestal;House;Kotikulta;Lankava;MyHome;Novita,Konepestävyys;Kotimaisuusaste;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Pitsineuletta,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Bambu,Koivu,Virkkaus;Ompelu;Askartelu,Kuuntelen äänikirjaa;Katson televisiota,Facebook-sivut;Facebook-ryhmät;Pinterest,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
340,340,340,Nainen,13,Opettelin itse,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Elokuvateatterissa (neulenäytös);Neuletapahtumissa;Rannalla;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Neulekurssilla;Käsityöyhdistyksen tiloissa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,10-19 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Elinkeinoa/lisätuloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä",30 - 39 €,Adlibris;DROPS;Idän kehräämö;Istex;Jalovilla;Katia;Kaupunkilanka;Kotikulta;Novita,Hinta;Vastuullisuus;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Vihreää;Oranssia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla,Alumiini,Virkkaus;Ompelu,Katson televisiota;Seurustelen ihmisten kanssa,Neulepodcastit;Instagram;Facebook-sivut;Facebook-ryhmät;Ravelry;Neuleblogit;Youtube;TikTok,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
341,341,341,Nainen,26,"Opettaja (koulussa tai kurssilla);Opettelin itse;Periaatteessa opin neulomisen perusperiaatteet ala-asteella, mutta koska opettajien asenne oli niin nihkeä, en käytännössä oppinut muuta kuin oikean ja nurjan silmukan. Sen takia katson oppineeni neulomaan, kun aloin neuloa itsenäisesti parikymppisenä.",Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja,"Kotona/vapaa-ajan asunnolla;Elokuvateatterissa (neulenäytös);Kahvilassa;Julkisessa liikenteessä;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Kampaajalla;Luennolla/Palaverissa;Pubissa (pubivisassa ja muutenkin), satunnaisesti teatterissa, elokuvissa muutenkin kuin neulenäytöksissä, kylässä sukulaisten ja kavereiden luona, hotellissa ja muissa lomapapaikoissa, lautapeli-illoissa..",Yksin;Ystävien kesken,10-19 tuntia,Rentoutumista;Itseilmaisua;Muistin ja toimintakyvyn ylläpitoa,30 - 39 €,"En osaa vastata tähän, koska en välttämättä mene merkki edellä, vaan valitsen langan sen ominaisuuksien mukaan ja pyrin kiinnittämään huomiota myös eettisyyteen. ",Materiaali;Vahvuus;Väri,Itselle,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä,Raitoja;Pitsineuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Punaista;Pinkkiä",Kirkkaita ja neonvärejä,100% villa;Puuvilla;Merinovilla;Alpakka;Silkki;Bambu;Pellava,Koivu;Bambu;Hiilikuitu,En juurikaan,Luen;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
342,342,342,Nainen,7,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Autossa;Kirjastossa;Käsityöyhdistyksen tiloissa,Yksin;Perheen seurassa;Ystävien kesken;Neulekerhossa tai -kahvilassa,30-39 tuntia,"Rentoutumista;Luovuutta;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",90 - 99 €,Austermann;DROPS;Gjestal;Handu;House;Kotikulta;MyHome;Novita;Opal;Pirtin Kehräämö;Regia;Sandnes Garn,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Keltaista;Pinkkiä;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Bambu;Pellava;Viskoosi/lyocell;Puuvilla,Koivu;Metalli;Alumiini,Virkkaus;Ompelu;Askartelu,Luen;Kuuntelen äänikirjaa;Katson televisiota,Neulepodcastit;Ravelry;Discord,Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g)
